,cases,deaths,bed_occupancy,hospital_ward,co,so2,pm25,pm10,o3,no2,pressure,temperature,humidity,dew,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,holiday+7d,month,weekday_cat,weekday
2021-09-11,138,34,43.02,1285.0,5.5,1.1,65.0,29.0,7.4,22.0,1021.2,20.3,70.0,15.0,-8.0,42.0,-16.0,4.0,15.0,5.0,1,9,5,Saturday
2021-09-12,79,12,44.43,1220.0,4.6,1.6,78.0,30.0,15.9,14.7,1021.0,19.0,77.0,16.0,-14.0,31.0,21.0,-4.0,12.0,5.0,1,9,6,Sunday
2021-09-13,43,6,45.64,1239.0,6.4,1.1,82.0,42.0,13.0,22.0,1016.0,24.2,57.0,15.0,-23.0,29.0,-22.0,-9.0,-3.0,8.0,0,9,0,Monday
2021-09-14,180,53,46.33,1231.0,4.6,1.1,95.0,53.0,24.0,16.5,1016.0,24.7,47.0,12.0,-25.0,26.0,-29.0,-11.0,-4.0,9.0,0,9,1,Tuesday
2021-09-15,162,45,46.11,1272.0,3.7,1.1,59.0,21.0,19.5,10.6,1023.0,19.0,82.0,16.0,-26.0,26.0,-31.0,-11.0,-4.0,9.0,0,9,2,Wednesday
2021-09-16,4472,57,46.35,1277.0,1.9,0.6,25.0,8.0,15.5,9.2,1026.6,17.0,88.0,15.0,-24.0,33.0,-32.0,-11.0,-4.0,9.0,0,9,3,Thursday
2021-09-17,3767,38,46.49,1301.0,2.8,0.6,38.0,14.0,14.3,11.5,1023.0,16.0,93.0,15.0,-21.0,34.0,-18.0,-6.0,0.0,8.0,0,9,4,Friday
2021-09-18,361,30,46.77,1307.0,3.7,1.1,65.0,27.0,13.0,12.4,1018.8,18.3,88.0,16.0,-9.0,37.0,-10.0,4.0,13.0,4.0,0,9,5,Saturday
2021-09-19,88,15,45.97,1277.0,4.6,1.1,85.0,39.0,15.9,14.2,1018.1,19.0,82.0,17.0,-14.0,30.0,18.0,-5.0,10.0,4.0,0,9,6,Sunday
2021-09-20,77,10,46.12,1223.0,4.6,1.1,87.0,40.0,19.9,16.0,1018.0,21.9,77.0,15.0,-23.0,30.0,-23.0,-10.0,-3.0,8.0,0,9,0,Monday
2021-09-21,391,59,46.08,1167.0,6.4,1.6,109.0,51.0,17.9,23.8,1017.0,20.0,73.5,16.0,-27.0,24.0,-36.0,-12.0,-3.0,9.0,0,9,1,Tuesday
2021-09-22,340,40,46.92,1196.0,1.9,1.1,30.0,15.0,20.4,8.3,1023.0,13.1,85.3,11.0,-26.0,26.0,-32.0,-12.0,-1.0,10.0,0,9,2,Wednesday
2021-09-23,294,50,47.2,1162.0,1.9,1.1,34.0,18.0,19.5,8.3,1023.0,14.0,76.0,10.0,-21.0,37.0,-20.0,-9.0,0.0,8.0,0,9,3,Thursday
2021-09-24,408,65,47.96,1107.0,2.8,1.1,59.0,29.0,18.3,12.4,1021.0,15.0,82.0,12.0,-21.0,34.0,-12.0,-6.0,4.0,8.0,0,9,4,Friday
2021-09-25,238,41,47.88,1106.0,2.8,1.1,70.0,29.0,19.5,12.4,1021.0,17.0,83.0,14.0,-15.0,31.0,-34.0,-2.0,13.0,6.0,0,9,5,Saturday
2021-09-26,94,23,49.0,1023.0,3.7,1.1,78.0,34.0,19.1,11.0,1020.0,20.6,63.6,13.0,-15.0,30.0,4.0,-4.0,12.0,5.0,0,9,6,Sunday
2021-09-27,60,8,49.07,1024.0,5.5,2.1,89.0,43.0,16.7,24.7,1022.0,20.7,64.0,13.0,-25.0,27.0,-23.0,-11.0,-1.0,9.0,0,9,0,Monday
2021-09-28,451,88,49.67,1067.0,4.6,2.1,78.0,41.0,17.1,22.4,1019.2,23.3,46.0,10.0,-26.0,25.0,-26.0,-12.0,-1.0,9.0,0,9,1,Tuesday
2021-09-29,232,91,49.64,1105.0,2.8,1.1,78.0,37.0,22.0,11.5,1018.0,18.8,78.0,15.5,-26.0,25.0,-24.0,-11.0,0.0,9.0,0,9,2,Wednesday
2021-09-30,406,41,49.89,1170.0,2.8,0.6,55.0,19.0,23.6,9.2,1018.0,17.0,82.0,14.0,-19.0,42.0,-21.0,-8.0,1.0,8.0,0,9,3,Thursday
2021-10-01,252,35,49.31,1127.0,4.6,0.6,53.0,20.0,12.6,17.9,1016.0,18.6,85.0,16.0,-21.0,35.0,-25.0,-6.0,4.0,8.0,0,10,4,Friday
2021-10-02,293,34,49.5,1129.0,6.4,1.1,65.0,26.0,11.4,20.6,1015.5,20.0,82.0,16.0,-6.0,43.0,-24.0,5.0,15.0,5.0,0,10,5,Saturday
2021-10-03,70,4,49.47,1084.0,9.1,0.6,61.0,22.0,3.3,22.0,1014.6,19.7,88.0,17.0,-19.0,29.0,-27.0,-12.0,10.0,6.0,0,10,6,Sunday
2021-10-04,105,9,49.63,1081.0,3.7,1.1,50.0,16.0,14.3,16.5,1016.0,18.8,89.0,17.0,-26.0,25.0,-37.0,-12.0,-1.0,9.0,0,10,0,Monday
2021-10-05,612,40,49.48,1042.0,2.8,0.6,30.0,10.0,16.7,11.0,1020.7,16.0,90.7,14.0,-22.0,31.0,-36.0,-11.0,-1.0,9.0,0,10,1,Tuesday
2021-10-06,293,49,49.51,1099.0,2.8,0.6,42.0,14.0,17.1,11.0,1019.0,18.0,88.0,16.0,-18.0,35.0,-18.0,-7.0,1.0,8.0,0,10,2,Wednesday
2021-10-07,192,30,49.1,1084.0,2.8,0.6,46.0,15.0,13.0,11.9,1019.0,17.0,88.0,16.0,-16.0,44.0,-25.0,-6.0,1.0,7.0,0,10,3,Thursday
2021-10-08,322,19,48.8,1119.0,2.8,0.6,34.0,12.0,17.1,9.6,1019.0,15.3,87.0,13.3,-13.0,44.0,-11.0,-1.0,5.0,6.0,0,10,4,Friday
2021-10-09,424,34,48.37,966.0,2.8,0.6,30.0,10.0,14.7,9.6,1019.0,15.2,92.8,14.0,-10.0,36.0,-46.0,2.0,10.0,5.0,0,10,5,Saturday
2021-10-10,21,5,47.62,1010.0,1.9,0.6,25.0,8.0,14.7,6.4,1019.0,16.0,93.0,15.0,-18.0,26.0,-50.0,-16.0,8.0,7.0,0,10,6,Sunday
2021-10-11,20,19,46.6,994.0,2.8,0.6,21.0,9.0,12.2,10.1,1019.7,16.6,93.0,15.0,-8.0,36.0,-38.0,-24.0,-32.0,12.0,0,10,0,Monday
2021-10-12,21,4,45.57,1011.0,2.8,0.6,34.0,12.0,19.1,7.4,1018.6,17.5,89.0,15.65,-24.0,13.0,-7.0,-49.0,-67.0,19.0,1,10,1,Tuesday
2021-10-13,55,5,44.55,994.0,2.8,0.6,55.0,20.0,18.3,12.4,1016.8,17.7,89.9,16.3,-23.0,27.0,-20.0,-7.0,-1.0,8.0,1,10,2,Wednesday
2021-10-14,483,7,44.05,941.0,3.7,1.1,57.0,26.0,17.9,17.4,1015.0,20.3,81.9,16.950000000000003,-21.0,33.0,-22.0,-7.0,1.0,8.0,1,10,3,Thursday
2021-10-15,327,7,43.68,981.0,3.7,1.1,53.0,20.0,24.4,20.6,1015.5,20.0,78.5,17.6,-20.0,32.0,-16.0,-4.0,4.0,8.0,1,10,4,Friday
2021-10-16,153,25,43.09,1064.0,2.8,0.6,30.0,10.0,21.6,8.7,1018.6,19.0,88.0,17.0,-9.0,36.0,-28.0,3.0,16.0,5.0,1,10,5,Saturday
2021-10-17,152,10,42.91,962.0,1.9,0.6,25.0,8.0,17.9,5.5,1020.0,16.1,93.0,15.0,-17.0,28.0,-35.0,-10.0,11.0,7.0,1,10,6,Sunday
2021-10-18,56,2,42.93,941.0,2.8,0.6,21.0,9.0,13.9,10.6,1019.2,16.0,93.0,15.0,-28.0,20.0,-44.0,-12.0,-2.0,10.0,0,10,0,Monday
2021-10-19,376,18,42.8,964.0,1.9,0.6,17.0,7.0,16.3,9.6,1021.6,15.0,93.0,14.0,-26.0,22.0,-42.0,-11.0,-1.0,9.0,0,10,1,Tuesday
2021-10-20,440,25,43.13,974.0,2.8,0.6,30.0,10.0,17.9,9.6,1021.3,13.0,93.0,12.0,-21.0,32.0,-28.0,-8.0,0.0,9.0,0,10,2,Wednesday
2021-10-21,475,8,43.0,929.0,2.8,1.1,42.0,14.0,18.7,10.6,1019.6,14.6,87.0,12.0,-16.0,42.0,-18.0,-5.0,2.0,7.0,0,10,3,Thursday
2021-10-22,373,19,43.0,921.0,2.8,1.1,53.0,20.0,16.7,14.7,1017.0,16.0,82.0,13.0,-15.0,38.0,-5.0,-1.0,6.0,7.0,0,10,4,Friday
2021-10-23,420,28,42.94,924.0,4.6,1.1,61.0,30.0,18.3,18.8,1012.7,23.2,60.0,13.0,-3.0,39.0,5.0,10.0,17.0,3.0,0,10,5,Saturday
2021-10-24,0,0,42.98,886.0,2.8,0.6,34.0,10.0,26.0,6.4,1014.9,17.8,90.0,16.0,-21.0,23.0,-46.0,-14.0,9.0,7.0,0,10,6,Sunday
2021-10-25,59,0,42.99,831.0,2.8,0.6,42.0,20.0,19.1,11.0,1022.0,17.0,87.0,14.0,-21.0,30.0,-29.0,-7.0,2.0,8.0,0,10,0,Monday
2021-10-26,353,19,43.12,854.0,3.7,1.1,57.0,20.0,15.5,12.4,1022.2,17.1,91.5,16.0,-22.0,26.0,-29.0,-7.0,1.0,8.0,0,10,1,Tuesday
2021-10-27,170,13,43.02,863.0,3.7,0.6,57.0,20.0,14.7,12.8,1024.0,19.0,93.0,18.0,-23.0,23.0,-27.0,-6.0,1.0,8.0,0,10,2,Wednesday
2021-10-28,259,28,43.07,899.0,3.7,1.1,42.0,14.0,11.4,13.3,1024.3,19.0,88.7,18.0,-17.0,38.0,-23.0,-4.0,2.0,7.0,0,10,3,Thursday
2021-10-29,390,41,42.95,922.0,2.8,1.1,50.0,18.0,10.6,11.0,1022.0,18.0,85.1,16.0,-13.0,43.0,-11.0,1.0,6.0,6.0,0,10,4,Friday
2021-10-30,240,22,43.06,824.0,2.8,1.1,46.0,15.0,15.9,7.4,1020.0,17.7,88.0,15.0,-4.0,44.0,-16.0,10.0,15.0,3.0,0,10,5,Saturday
2021-10-31,20,2,42.75,744.0,2.8,0.6,46.0,14.0,12.6,9.2,1019.0,17.9,88.0,16.0,-15.0,27.0,-37.0,-6.0,10.0,6.0,0,10,6,Sunday
2021-11-01,19,1,42.49,754.0,2.8,1.1,25.0,10.0,14.7,9.2,1017.0,17.6,88.0,15.1,-9.0,38.0,-26.0,-23.0,-30.0,12.0,0,11,0,Monday
2021-11-02,81,8,42.02,752.0,1.9,0.6,25.0,8.0,14.7,4.6,1016.9,18.0,88.0,16.0,-32.0,11.0,-9.0,-49.0,-67.0,20.0,0,11,1,Tuesday
2021-11-03,54,6,41.2,787.0,2.8,0.6,30.0,11.0,13.5,7.8,1015.0,18.3,85.2,15.0,-21.0,31.0,-20.0,-2.0,4.0,6.0,0,11,2,Wednesday
2021-11-04,345,21,40.27,765.0,3.7,1.1,55.0,21.0,12.6,14.2,1014.2,20.5,80.8,15.0,-15.0,41.0,-10.0,-1.0,5.0,6.0,0,11,3,Thursday
2021-11-05,225,19,39.5,792.0,3.7,1.6,65.0,26.0,11.4,12.8,1015.9,18.0,82.0,15.0,-12.0,42.0,-4.0,4.0,10.0,5.0,0,11,4,Friday
2021-11-06,237,23,38.24,774.0,2.8,1.1,57.0,21.0,17.9,10.6,1016.2,17.2,72.0,13.0,1.0,45.0,-4.0,15.0,19.0,3.0,0,11,5,Saturday
2021-11-07,11,0,37.81,763.0,1.9,1.1,46.0,16.0,18.7,5.1,1017.0,17.8,72.0,13.0,-3.0,40.0,21.0,3.0,14.0,3.0,0,11,6,Sunday
2021-11-08,7,0,37.18,747.0,1.9,1.1,38.0,16.0,12.6,9.2,1017.0,18.0,77.0,14.0,-17.0,36.0,-23.0,-2.0,5.0,6.0,0,11,0,Monday
2021-11-09,185,2,36.51,715.0,2.8,1.1,34.0,12.0,11.0,9.6,1018.0,17.9,82.0,15.0,-17.0,37.0,-28.0,-3.0,5.0,6.0,0,11,1,Tuesday
2021-11-10,165,4,35.68,759.0,2.8,1.1,34.0,14.0,15.9,8.7,1019.0,17.7,82.0,15.0,-16.0,36.0,-16.0,-1.0,5.0,6.0,0,11,2,Wednesday
2021-11-11,274,0,35.29,777.0,2.8,0.6,30.0,11.0,11.8,11.9,1021.2,16.0,90.0,14.0,-18.0,35.0,-30.0,-2.0,5.0,6.0,0,11,3,Thursday
2021-11-12,312,87,34.51,712.0,1.9,0.6,25.0,11.0,13.0,7.4,1022.0,15.0,82.0,12.0,-13.0,41.0,-15.0,3.0,9.0,5.0,0,11,4,Friday
2021-11-13,137,39,34.71,658.0,1.9,1.1,30.0,13.0,16.7,6.0,1020.0,14.4,76.0,9.0,-1.0,41.0,-14.0,15.0,14.0,2.0,0,11,5,Saturday
2021-11-14,111,1,34.17,626.0,1.9,1.1,38.0,14.0,18.7,6.0,1019.0,16.0,76.0,11.6,-3.0,33.0,15.0,5.0,12.0,3.0,0,11,6,Sunday
2021-11-15,52,1,34.18,609.0,2.8,1.6,57.0,20.0,22.0,8.7,1019.0,18.8,76.0,13.0,-27.0,11.0,27.0,-44.0,-67.0,16.0,0,11,0,Monday
2021-11-16,88,1,34.11,628.0,3.7,1.6,59.0,28.0,20.4,17.0,1018.5,20.0,68.5,13.0,-20.0,30.0,-25.0,-2.0,5.0,5.0,0,11,1,Tuesday
2021-11-17,414,30,34.41,722.0,3.7,1.6,68.0,36.0,26.4,22.4,1015.6,24.0,50.3,13.0,-17.0,31.0,-10.0,0.0,6.0,6.0,0,11,2,Wednesday
2021-11-18,285,12,34.12,700.0,4.6,1.1,59.0,26.0,12.6,19.2,1013.3,22.0,78.0,18.0,-21.0,27.0,-33.0,-2.0,6.0,7.0,0,11,3,Thursday
2021-11-19,262,26,34.63,749.0,2.8,0.6,25.0,9.0,12.6,11.5,1014.0,19.0,92.4,17.0,-17.0,35.0,-26.0,0.0,9.0,7.0,0,11,4,Friday
2021-11-20,169,20,34.6,723.0,1.9,0.6,25.0,9.0,16.3,6.4,1019.0,17.0,87.0,14.0,-1.0,42.0,-29.0,7.0,10.0,5.0,0,11,5,Saturday
2021-11-21,23,0,34.62,723.0,1.9,0.6,46.0,16.0,15.9,5.5,1018.8,15.7,82.0,12.0,-2.0,40.0,-9.0,5.0,14.0,4.0,0,11,6,Sunday
2021-11-22,21,1,34.27,690.0,2.8,1.1,50.0,20.0,13.0,15.1,1016.0,20.0,57.0,12.3,-14.0,36.0,-17.0,0.0,6.0,6.0,0,11,0,Monday
2021-11-23,353,26,34.08,685.0,4.6,1.6,61.0,33.0,34.6,21.5,1016.4,22.3,47.3,9.0,-14.0,32.0,-19.0,-1.0,6.0,6.0,0,11,1,Tuesday
2021-11-24,147,17,33.7,654.0,2.8,0.6,53.0,25.0,22.4,8.3,1019.5,18.6,82.0,15.0,-15.0,31.0,-16.0,0.0,7.0,6.0,0,11,2,Wednesday
2021-11-25,198,25,33.98,626.0,3.7,1.1,70.0,34.0,19.9,16.5,1015.7,21.5,79.2,16.0,-9.0,45.0,-9.0,3.0,8.0,5.0,0,11,3,Thursday
2021-11-26,141,46,33.85,622.0,3.7,1.1,50.0,20.0,19.9,14.7,1011.2,21.1,77.0,17.0,-9.0,52.0,-17.0,4.0,11.0,4.0,0,11,4,Friday
2021-11-27,150,29,33.64,573.0,2.8,0.6,38.0,13.0,24.4,6.9,1009.0,21.5,78.6,16.5,0.0,40.0,-12.0,16.0,20.0,2.0,0,11,5,Saturday
2021-11-28,28,1,33.57,550.0,3.7,0.6,61.0,23.0,24.0,9.6,1010.2,21.0,77.0,17.0,-2.0,37.0,12.0,8.0,16.0,2.0,0,11,6,Sunday
2021-11-29,25,1,33.68,554.0,4.6,1.1,57.0,28.0,19.5,15.6,1009.5,26.0,61.4,16.0,-16.0,31.0,-20.0,-1.0,6.0,6.0,0,11,0,Monday
2021-11-30,358,20,33.66,549.0,3.7,0.6,34.0,14.0,17.5,11.9,1010.6,21.0,81.8,18.0,-14.0,35.0,-30.0,-2.0,6.0,6.0,0,11,1,Tuesday
2021-12-01,141,21,33.87,580.0,3.7,1.1,55.0,19.0,15.5,11.9,1014.0,20.0,88.0,17.0,-11.0,41.0,-16.0,2.0,7.0,5.0,0,12,2,Wednesday
2021-12-02,102,23,33.58,590.0,2.8,1.1,46.0,17.0,14.3,9.2,1015.7,18.7,87.3,16.0,-8.0,47.0,-14.0,2.0,7.0,5.0,0,12,3,Thursday
2021-12-03,160,11,33.7,554.0,2.8,0.6,30.0,12.0,11.4,7.8,1017.0,17.5,88.0,15.0,-8.0,44.0,-6.0,6.0,11.0,4.0,0,12,4,Friday
2021-12-04,131,12,33.59,530.0,1.9,1.1,38.0,15.0,17.1,6.9,1019.4,18.9,82.0,16.0,7.0,47.0,-1.0,23.0,20.0,1.0,0,12,5,Saturday
2021-12-05,103,1,33.41,528.0,1.9,0.6,50.0,18.0,18.7,6.4,1019.4,20.0,78.6,15.0,4.0,43.0,18.0,13.0,19.0,2.0,0,12,6,Sunday
2021-12-06,17,4,33.22,537.0,1.9,1.1,46.0,17.0,15.5,8.7,1018.0,19.8,77.0,15.0,-10.0,38.0,-23.0,1.0,5.0,6.0,0,12,0,Monday
2021-12-07,136,25,32.98,559.0,1.9,0.6,21.0,10.0,11.0,7.4,1019.2,16.6,88.0,14.0,-16.0,33.0,-40.0,-5.0,5.0,7.0,0,12,1,Tuesday
2021-12-08,185,27,32.54,545.0,1.9,0.6,21.0,11.0,13.0,6.9,1018.7,16.0,85.5,13.0,-5.0,43.0,-19.0,2.0,6.0,6.0,0,12,2,Wednesday
2021-12-09,189,25,32.36,558.0,1.9,1.1,25.0,13.0,12.6,7.8,1018.0,16.5,82.0,13.0,-2.0,51.0,-11.0,4.0,8.0,5.0,0,12,3,Thursday
2021-12-10,194,12,31.49,554.0,2.8,1.1,42.0,17.0,11.8,12.4,1015.5,18.6,72.0,13.0,-3.0,46.0,4.0,8.0,11.0,4.0,0,12,4,Friday
2021-12-11,0,0,31.48,532.0,2.8,1.1,55.0,25.0,21.2,15.1,1012.0,23.0,45.0,10.0,9.0,47.0,7.0,26.0,24.0,0.0,0,12,5,Saturday
2021-12-12,0,0,31.19,549.0,3.7,1.1,61.0,30.0,21.2,13.3,1012.0,23.0,67.0,16.0,4.0,41.0,13.0,15.0,24.0,1.0,0,12,6,Sunday
2021-12-13,0,0,31.27,604.0,5.5,1.1,50.0,19.0,8.6,18.3,1014.8,21.6,82.0,19.0,-14.0,27.0,-30.0,-2.0,3.0,7.0,0,12,0,Monday
2021-12-14,0,0,31.5,585.0,4.6,0.6,53.0,18.0,9.0,14.7,1014.8,22.0,88.0,19.0,-9.0,36.0,-30.0,-3.0,2.0,7.0,0,12,1,Tuesday
2021-12-15,0,0,32.07,643.0,5.5,0.6,38.0,14.0,8.2,15.6,1014.0,21.5,93.0,20.0,-9.0,29.0,-30.0,-1.0,2.0,7.0,0,12,2,Wednesday
2021-12-16,0,0,32.09,673.0,4.6,0.6,46.0,16.0,13.9,13.3,1013.2,22.4,88.0,20.0,3.0,52.0,-14.0,2.0,2.0,5.0,0,12,3,Thursday
2021-12-17,101,67,33.06,687.0,2.8,0.6,30.0,10.0,11.0,7.8,1016.0,21.0,88.0,19.0,-2.0,44.0,-12.0,4.0,5.0,5.0,0,12,4,Friday
2021-12-18,3,7,33.06,658.0,1.9,0.6,21.0,9.0,11.4,5.1,1018.9,19.4,88.0,17.0,12.0,50.0,-12.0,23.0,21.0,1.0,0,12,5,Saturday
2021-12-19,3,4,33.54,690.0,1.9,0.6,21.0,9.0,13.5,4.2,1019.0,17.1,88.0,15.0,14.0,48.0,-10.0,14.0,28.0,2.0,0,12,6,Sunday
2021-12-20,0,0,33.27,712.0,1.9,1.1,34.0,16.0,16.3,8.7,1016.0,19.0,80.3,14.0,9.0,54.0,-11.0,-2.0,-5.0,6.0,0,12,0,Monday
2021-12-21,0,0,33.33,756.0,3.7,1.1,53.0,24.0,22.4,12.8,1013.0,21.0,82.0,16.5,7.0,53.0,-14.0,-3.0,-8.0,6.0,0,12,1,Tuesday
2021-12-22,0,0,33.53,728.0,4.6,1.1,68.0,33.0,24.4,19.2,1012.0,22.0,76.7,17.0,5.0,57.0,-14.0,-4.0,-11.0,6.0,0,12,2,Wednesday
2021-12-23,28,16,34.23,747.0,1.9,0.6,30.0,15.0,16.3,5.5,1014.0,18.0,87.0,15.0,10.0,93.0,-12.0,-5.0,-19.0,6.0,0,12,3,Thursday
2021-12-24,7,7,34.45,753.0,1.9,0.6,21.0,10.0,14.3,4.2,1015.0,17.0,82.0,14.0,-32.0,64.0,-39.0,-35.0,-55.0,15.0,0,12,4,Friday
2021-12-25,4,0,35.09,771.0,1.9,1.1,34.0,15.0,15.9,4.6,1015.0,18.4,80.2,15.0,-73.0,-57.0,-37.0,-51.0,-60.0,7.0,0,12,5,Saturday
2021-12-26,5,0,35.34,703.0,1.9,1.1,38.0,16.0,19.5,6.0,1014.0,23.0,57.2,14.0,-23.0,19.0,6.0,-14.0,1.0,4.0,0,12,6,Sunday
2021-12-27,0,0,34.92,615.0,3.7,1.1,53.0,20.0,16.3,14.2,1014.3,21.5,73.0,16.0,-19.0,27.0,-35.0,-25.0,-31.0,12.0,0,12,0,Monday
2021-12-28,29,5,34.73,672.0,3.7,1.1,50.0,18.0,14.7,18.3,1017.0,20.4,83.5,16.0,-20.0,29.0,-37.0,-25.0,-31.0,13.0,0,12,1,Tuesday
2021-12-29,0,0,34.46,805.0,2.8,1.1,59.0,21.0,24.0,10.6,1018.5,20.1,86.5,17.0,-18.0,36.0,-23.0,-23.0,-32.0,12.0,0,12,2,Wednesday
2021-12-30,631,8,34.33,714.0,2.8,1.1,42.0,14.0,18.7,10.6,1015.9,19.7,88.0,17.0,-21.0,57.0,-41.0,-26.0,-39.0,11.0,0,12,3,Thursday
2021-12-31,189,6,33.96,841.0,3.7,0.6,21.0,9.0,11.8,10.6,1011.3,19.5,92.0,18.0,-55.0,36.0,-61.0,-50.0,-66.0,19.0,0,12,4,Friday
2022-01-01,68,5,33.83,787.0,3.7,0.6,46.0,14.0,11.8,7.4,1013.0,21.6,82.1,18.0,-78.0,-69.0,-62.0,-59.0,-64.0,9.0,1,1,5,Saturday
2022-01-02,7,0,33.97,708.0,2.8,0.6,30.0,12.0,11.8,6.9,1014.9,22.0,88.0,19.0,-37.0,6.0,-33.0,-22.0,-7.0,5.0,1,1,6,Sunday
2022-01-03,24,0,35.73,741.0,3.7,0.6,25.0,12.0,11.0,9.6,1014.2,22.0,88.0,19.0,-35.0,18.0,-45.0,-25.0,-28.0,12.0,1,1,0,Monday
2022-01-04,457,11,37.35,802.0,4.6,0.6,30.0,14.0,8.2,12.8,1011.1,22.0,88.0,19.0,-34.0,19.0,-48.0,-24.0,-23.0,13.0,1,1,1,Tuesday
2022-01-05,448,6,38.98,944.0,3.7,0.6,25.0,12.0,13.5,11.9,1010.0,22.0,83.0,19.0,-28.0,28.0,-34.0,-20.0,-20.0,12.0,1,1,2,Wednesday
2022-01-06,187,0,40.22,999.0,2.8,0.6,25.0,10.0,12.2,9.6,1012.0,21.0,88.0,18.0,-28.0,32.0,-36.0,-19.0,-19.0,12.0,1,1,3,Thursday
2022-01-07,467,25,42.39,1109.0,1.9,0.6,17.0,7.0,11.4,6.4,1015.1,18.5,93.0,17.0,-27.0,34.0,-38.0,-16.0,-15.0,12.0,0,1,4,Friday
2022-01-08,262,7,44.6,1228.0,1.9,0.6,17.0,7.0,10.6,4.6,1016.1,18.0,93.0,16.0,-18.0,35.0,-47.0,-7.0,4.0,8.0,0,1,5,Saturday
2022-01-09,128,4,47.11,1280.0,1.9,0.6,17.0,6.0,10.6,4.6,1017.0,16.6,93.0,15.3,-29.0,17.0,-58.0,-20.0,7.0,9.0,0,1,6,Sunday
2022-01-10,87,10,49.13,1324.0,3.7,0.6,38.0,13.0,7.4,11.9,1014.0,18.8,93.0,17.0,-22.0,35.0,-36.0,-15.0,-15.0,11.0,0,1,0,Monday
2022-01-11,650,9,51.22,1418.0,3.7,0.6,38.0,14.0,7.0,15.1,1014.0,19.0,93.0,18.0,-28.0,24.0,-43.0,-18.0,-15.0,11.0,0,1,1,Tuesday
2022-01-12,471,7,53.14,1523.0,3.7,0.6,42.0,15.0,5.7,12.8,1017.0,20.0,93.0,18.0,-27.0,25.0,-32.0,-17.0,-15.0,12.0,0,1,2,Wednesday
2022-01-13,577,15,56.05,1597.0,3.7,0.6,42.0,15.0,9.4,11.9,1021.0,21.0,90.2,19.0,-25.0,32.0,-30.0,-17.0,-15.0,11.0,0,1,3,Thursday
2022-01-14,833,27,58.53,1700.0,4.6,1.1,57.0,22.0,13.9,17.4,1023.0,22.0,88.0,20.0,-24.0,32.0,-18.0,-13.0,-12.0,10.0,0,1,4,Friday
2022-01-15,246,30,60.91,1886.0,3.7,1.1,61.0,24.0,13.9,11.9,1022.0,24.1,78.0,18.5,-16.0,30.0,-23.0,-3.0,7.0,6.0,0,1,5,Saturday
2022-01-16,176,1,62.92,2022.0,2.8,0.6,34.0,14.0,21.6,7.8,1018.0,21.0,82.0,17.5,-22.0,20.0,-5.0,-11.0,8.0,5.0,0,1,6,Sunday
2022-01-17,172,4,64.86,2027.0,3.7,0.6,38.0,17.0,19.1,15.1,1017.5,25.0,71.0,18.0,-24.0,28.0,-25.0,-14.0,-15.0,9.0,0,1,0,Monday
2022-01-18,1403,20,67.15,2215.0,3.7,0.6,53.0,22.0,24.4,17.0,1018.7,24.0,73.0,18.0,-27.0,21.0,-31.0,-16.0,-15.0,10.0,0,1,1,Tuesday
2022-01-19,1180,27,69.74,2390.0,3.7,0.6,42.0,15.0,20.4,15.6,1021.0,22.0,75.5,17.0,-26.0,24.0,-25.0,-15.0,-14.0,10.0,0,1,2,Wednesday
2022-01-20,1215,38,71.44,2509.0,4.6,1.1,61.0,23.0,15.9,23.4,1020.0,21.0,82.0,18.0,-22.0,32.0,-23.0,-12.0,-13.0,9.0,0,1,3,Thursday
2022-01-21,1540,33,73.32,2693.0,3.7,1.1,63.0,27.0,18.7,11.5,1018.0,22.5,78.6,18.0,-19.0,39.0,-6.0,-8.0,-8.0,9.0,0,1,4,Friday
2022-01-22,1854,21,75.54,2783.0,2.8,0.6,55.0,22.0,19.9,9.2,1017.8,22.0,82.0,17.0,-13.0,32.0,-8.0,1.0,10.0,4.0,0,1,5,Saturday
2022-01-23,503,19,77.83,2816.0,2.8,0.6,61.0,24.0,27.7,5.5,1016.5,23.0,83.0,19.0,-19.0,22.0,3.0,-7.0,11.0,4.0,0,1,6,Sunday
2022-01-24,189,27,79.79,2873.0,2.8,1.1,68.0,29.0,25.2,10.1,1016.0,22.9,83.0,19.0,-22.0,25.0,-23.0,-16.0,-17.0,9.0,0,1,0,Monday
2022-01-25,1667,41,81.26,2942.0,2.8,0.6,68.0,30.0,24.4,9.6,1016.0,22.9,82.9,19.0,-29.0,12.0,-13.0,-31.0,-37.0,14.0,0,1,1,Tuesday
2022-01-26,501,15,82.21,2982.0,3.7,0.6,57.0,23.0,21.6,14.7,1015.0,23.2,78.0,19.0,-23.0,26.0,-18.0,-9.0,-8.0,8.0,0,1,2,Wednesday
2022-01-27,2282,54,83.25,3101.0,3.7,0.6,38.0,17.0,24.0,11.9,1014.0,22.9,77.0,18.0,-20.0,35.0,-14.0,-9.0,-7.0,8.0,0,1,3,Thursday
2022-01-28,2017,37,83.78,3199.0,3.7,0.6,30.0,11.0,11.8,15.6,1013.4,20.4,88.0,18.0,-24.0,27.0,-31.0,-9.0,-4.0,9.0,0,1,4,Friday
2022-01-29,2559,65,84.06,3185.0,3.7,0.6,21.0,9.0,9.0,10.6,1013.0,19.4,91.8,18.0,-17.0,28.0,-49.0,-6.0,11.0,6.0,0,1,5,Saturday
